lot_tag,auct_type,object_type,cadastr_num,addr_string,addr_street,addr_build_num,addr_floor_from_title,addr_apart_num_from_title,flat_num,qty_rooms,addr_floor,total_floors,obj_square,start_price,start_price_m2,deposit,auct_step,auct_form,start_applications_date,finish_application_date,participant_selection_date,bidding_date,results_date,roseltorg_url,torgi_url,metro_station,inf_sales,inf_food_service,inf_education,inf_cult_and_sport,inf_consumer_services,inf_health_care,documentation_expl,documentation_photo,investmoscow_url
#ГП16938073,Продажа,Квартира,77:17:0120303:875,"поселение Сосенское, посёлок Коммунарка, Фитарёвская улица, дом 17, Этаж № 4, кв. 37",,,,,,3,4,25,45.3,7993000,176445.92,399650,79930,Открытый аукцион в электронной форме,2023-09-27,2023-10-30,2023-11-01,2023-11-02,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000015620,https://torgi.gov.ru/new/public/notices/view/21000005000000015620,Коммунарка,75,15,4,13,26,5,,,https://investmoscow.ru/tenders/tender/19318989
#ГП16938026,Продажа,Квартира,77:10:0006008:7517,"город Москва, город Зеленоград, корпус 2032, Этаж № 8, кв. 127",,,,,,2,8,10,49.3,8027000,162819.47,401350,80270,Открытый аукцион в электронной форме,2023-09-27,2023-10-30,2023-11-01,2023-11-02,2023-11-02,https://www.roseltorg.ru/procedure/21000005000000015622,https://torgi.gov.ru/new/public/notices/view/21000005000000015622,Ховрино,44,3,4,32,8,3,,,https://investmoscow.ru/tenders/tender/19316621
#ГП16936427,Продажа,Квартира,77:10:0006008:7469,"город Зеленоград, корпус 2032, Этаж № 5, квартира № 79",,,,,,2,5,10,55.1,9100000,165154.26,455000,91000,Открытый аукцион в электронной форме,2023-10-05,2023-11-10,2023-11-17,2023-11-21,2023-11-21,https://www.roseltorg.ru/procedure/21000005000000015774,https://torgi.gov.ru/new/public/notices/view/21000005000000015774,Ховрино,44,3,4,32,8,3,,,https://investmoscow.ru/tenders/tender/19327826
#ГП16936421,Продажа,Квартира,77:10:0006008:7496,"город Москва, город Зеленоград, корпус 2032, Этаж № 2, квартира № 106",,,,,,2,2,10,54.4,9001000,165459.56,450050,90010,Открытый аукцион в электронной форме,2023-10-05,2023-11-10,2023-11-17,2023-11-21,2023-11-21,https://www.roseltorg.ru/procedure/21000005000000015772,https://torgi.gov.ru/new/public/notices/view/21000005000000015772,Ховрино,44,3,4,32,8,3,,,https://investmoscow.ru/tenders/tender/19327703
#ГП16936621,Продажа,Квартира,77:10:0006008:7447,"город Москва, город Зеленоград, корпус 2032, этаж № 8, квартира № 57",,,,,,3,8,10,70.8,10676000,150790.96,533800,106760,Открытый аукцион в электронной форме,2023-10-12,2023-11-13,2023-11-20,2023-11-23,2023-11-23,https://www.roseltorg.ru/procedure/21000005000000015925,https://torgi.gov.ru/new/public/notices/view/21000005000000015925,Ховрино,44,3,4,32,8,3,,,https://investmoscow.ru/tenders/tender/19351242
#ГП16938195,Продажа,Квартира,77:17:0120303:3183,"поселение Сосенское, посёлок Коммунарка, Фитарёвская улица, дом 15, Этаж №2, кв. 11",,,,,,2,2,26,56.2,9885000,175889.68,494250,98850,Открытый аукцион в электронной форме,2023-09-28,2023-10-31,2023-11-02,2023-11-07,2023-11-07,https://www.roseltorg.ru/procedure/21000005000000015637,https://torgi.gov.ru/new/public/notices/view/21000005000000015637,Коммунарка,75,16,4,13,28,5,,,https://investmoscow.ru/tenders/tender/19322636
#ГП16906409,Продажа,Квартира,77:09:0003011:3048,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коптево, 3-й Михалковский переулок, дом 15, Этаж № 2, кв. 10",,,,,,25,2,5,663.2,75357000,113626.36,3767850,753570,Открытый аукцион в электронной форме,2023-09-12,2023-11-07,2023-11-09,2023-11-14,2023-11-14,https://www.roseltorg.ru/procedure/21000005000000015228,https://torgi.gov.ru/new/public/notices/view/21000005000000015228,Коптево,86,5,14,16,28,4,,,https://investmoscow.ru/tenders/tender/19293614
#ГП16938543,Продажа,Квартира,77:02:0004004:3098,"проезд Шокальского, дом 55, корпус 2, Этаж № 16, квартира № 172",,,,,,2,16,16,38.5,6293000,163454.55,314650,62930,Открытый аукцион в электронной форме,2023-10-06,2023-11-07,2023-11-14,2023-11-17,2023-11-17,https://www.roseltorg.ru/procedure/21000005000000015825,https://torgi.gov.ru/new/public/notices/view/21000005000000015825,Медведково,155,21,7,25,51,2,,,https://investmoscow.ru/tenders/tender/19339329
#ГП16938549,Продажа,Квартира,77:02:0004004:2952,"проезд Шокальского, дом 55, корпус 2, Этаж № 8, квартира № 79",,,,,,2,8,16,38.1,6805000,178608.92,340250,68050,Открытый аукцион в электронной форме,2023-10-06,2023-11-07,2023-11-14,2023-11-17,2023-11-17,https://www.roseltorg.ru/procedure/21000005000000015828,https://torgi.gov.ru/new/public/notices/view/21000005000000015828,Медведково,155,21,7,25,51,2,,,https://investmoscow.ru/tenders/tender/19339937
#ГП16938537,Продажа,Квартира,77:02:0004004:2890,"проезд Шокальского, дом 55, корпус 2, Этаж № 2, квартира № 2",,,,,,2,2,16,38.5,6488000,168519.48,324400,64880,Открытый аукцион в электронной форме,2023-10-06,2023-11-07,2023-11-14,2023-11-17,2023-11-17,https://www.roseltorg.ru/procedure/21000005000000015827,https://torgi.gov.ru/new/public/notices/view/21000005000000015827,Медведково,155,21,7,25,51,2,,,https://investmoscow.ru/tenders/tender/19338720
#ГП16938546,Продажа,Квартира,77:02:0004004:2921,"проезд Шокальского, дом 55, корпус 2, Этаж № 5, квартира № 43",,,,,,2,5,16,39.0,6882000,176461.54,344100,68820,Открытый аукцион в электронной форме,2023-10-06,2023-11-07,2023-11-14,2023-11-17,2023-11-17,https://www.roseltorg.ru/procedure/21000005000000015826,https://torgi.gov.ru/new/public/notices/view/21000005000000015826,Медведково,155,21,7,25,51,2,,,https://investmoscow.ru/tenders/tender/19339632
#ГП16938534,Продажа,Квартира,77:02:0004004:2971,"проезд Шокальского, дом 55, корпус 2, Этаж № 9, квартира № 93",,,,,,3,9,16,38.1,6805000,178608.92,340250,68050,Открытый аукцион в электронной форме,2023-10-06,2023-11-07,2023-11-14,2023-11-17,2023-11-17,https://www.roseltorg.ru/procedure/21000005000000015833,https://torgi.gov.ru/new/public/notices/view/21000005000000015833,Медведково,155,21,7,25,51,2,,,https://investmoscow.ru/tenders/tender/19338148
#ГП16938636,Продажа,Квартира,77:02:0004004:3042,"проезд Шокальского, дом 55, корпус 2, Этаж № 13, квартира № 144",,,,,,2,13,16,39.8,7074000,177738.69,353700,70740,Открытый аукцион в электронной форме,2023-10-12,2023-11-13,2023-11-20,2023-11-23,2023-11-23,https://www.roseltorg.ru/procedure/21000005000000015928,https://torgi.gov.ru/new/public/notices/view/21000005000000015928,Медведково,155,21,7,25,51,2,,,https://investmoscow.ru/tenders/tender/19346589
#ГП16938737,Продажа,Квартира,77:02:0004004:2923,"проезд Шокальского, дом 55, корпус 2, Этаж № 5, квартира № 45",,,,,,2,5,16,38.0,6414000,168789.47,320700,64140,Открытый аукцион в электронной форме,2023-10-12,2023-11-13,2023-11-20,2023-11-23,2023-11-23,https://www.roseltorg.ru/procedure/21000005000000015926,https://torgi.gov.ru/new/public/notices/view/21000005000000015926,Медведково,155,21,7,25,51,2,,,https://investmoscow.ru/tenders/tender/19350668
#ГП16938722,Продажа,Квартира,77:02:0004004:3040,"проезд Шокальского, дом 55, корпус 2, Этаж № 13, квартира № 142",,,,,,2,13,16,38.4,6786000,176718.75,339300,67860,Открытый аукцион в электронной форме,2023-10-12,2023-11-13,2023-11-20,2023-11-23,2023-11-23,https://www.roseltorg.ru/procedure/21000005000000015930,https://torgi.gov.ru/new/public/notices/view/21000005000000015930,Медведково,155,21,7,25,51,2,,,https://investmoscow.ru/tenders/tender/19349965
#ГП16938735,Продажа,Квартира,77:02:0004004:2993,"проезд Шокальского, дом 55, корпус 2, Этаж № 10, квартира № 97",,,,,,2,10,16,39.0,6945000,178076.92,347250,69450,Открытый аукцион в электронной форме,2023-10-12,2023-11-13,2023-11-20,2023-11-23,2023-11-23,https://www.roseltorg.ru/procedure/21000005000000015931,https://torgi.gov.ru/new/public/notices/view/21000005000000015931,Медведково,155,21,7,25,51,2,,,https://investmoscow.ru/tenders/tender/19350169
#ГП16938748,Продажа,Квартира,77:02:0004004:3091,"проезд Шокальского, дом 55, корпус 2, Этаж № 16, квартира № 178",,,,,,2,16,16,47.5,8100000,170526.32,405000,81000,Открытый аукцион в электронной форме,2023-10-12,2023-11-13,2023-11-20,2023-11-23,2023-11-23,https://www.roseltorg.ru/procedure/21000005000000015929,https://torgi.gov.ru/new/public/notices/view/21000005000000015929,Медведково,155,21,7,25,51,2,,,https://investmoscow.ru/tenders/tender/19351121
#ГП16938674,Продажа,Квартира,77:02:0004004:3024,"проезд Шокальского, дом 55, корпус 2, Этаж № 12, квартира № 131",,,,,,2,12,16,38.8,6532000,168350.52,326600,65320,Открытый аукцион в электронной форме,2023-10-12,2023-11-13,2023-11-20,2023-11-23,2023-11-23,https://www.roseltorg.ru/procedure/21000005000000015927,https://torgi.gov.ru/new/public/notices/view/21000005000000015927,Медведково,155,21,7,25,51,2,,,https://investmoscow.ru/tenders/tender/19347982
#ГП16938416,Продажа,Квартира,77:17:0120303:9231,"поселение Сосенское, посёлок Коммунарка, улица Александры Монаховой, дом 23, этаж № 14, кв. 313",,,,,,4,13,17,111.3,18555000,166711.59,927750,185550,Открытый аукцион в электронной форме,2023-10-04,2023-11-07,2023-11-14,2023-11-17,2023-11-17,https://www.roseltorg.ru/procedure/21000005000000015700,https://torgi.gov.ru/new/public/notices/view/21000005000000015700,Коммунарка,76,15,4,17,27,,,,https://investmoscow.ru/tenders/tender/19332204
#ГП16938403,Продажа,Квартира,77:17:0120303:9221,"поселение Сосенское, посёлок Коммунарка, улица Александры Монаховой, дом 23, этаж № 14, кв. 317",,,,,,4,14,17,111.3,18555000,166711.59,927750,185550,Открытый аукцион в электронной форме,2023-10-04,2023-11-07,2023-11-14,2023-11-17,2023-11-17,https://www.roseltorg.ru/procedure/21000005000000015699,https://torgi.gov.ru/new/public/notices/view/21000005000000015699,Коммунарка,76,15,4,17,27,,,,https://investmoscow.ru/tenders/tender/19331536
#ГП16927259,Продажа,Квартира,77:07:0013006:23955,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, проспект Вернадского, дом 54, Этаж 18, кв. 302",,,,,,1,18,,34.2,10950840,320200.0,100000,109508,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481641,,Проспект Вернадского,36,15,11,21,9,4,,,https://investmoscow.ru/tenders/tender/19317273
#ГП16927256,Продажа,Квартира,77:07:0013006:23932,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, проспект Вернадского, дом 54, Этаж 13, кв. 279",,,,,,1,13,,36.0,11304000,314000.0,100000,113040,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481464,,Проспект Вернадского,36,15,11,21,9,4,,,https://investmoscow.ru/tenders/tender/19317124
#ГП16927257,Продажа,Квартира,77:07:0013006:23952,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, проспект Вернадского, дом 54, Этаж 17, кв. 299",,,,,,1,17,,35.9,11495180,320200.0,100000,114951,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481617,,Проспект Вернадского,36,15,11,21,9,4,,,https://investmoscow.ru/tenders/tender/19317222
#ГП16927091,Продажа,Квартира,77:07:0013006:23896,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, проспект Вернадского, дом 54, Этаж 6, кв. 243",,,,,,1,6,,34.6,10757140,310900.0,100000,107571,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481463,,Проспект Вернадского,36,15,11,21,9,4,,,https://investmoscow.ru/tenders/tender/19317077
#ГП16926990,Продажа,Квартира,77:07:0013006:23761,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, проспект Вернадского, дом 54, Этаж 23, кв. 108",,,,,,1,23,,34.1,11024530,323300.0,100000,110245,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481399,,Проспект Вернадского,36,15,11,21,9,4,,,https://investmoscow.ru/tenders/tender/19316995
#ГП16926964,Продажа,Квартира,77:07:0013006:23707,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, проспект Вернадского, дом 54, Этаж 12, кв. 54",,,,,,1,12,,35.9,11272600,314000.0,100000,112726,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481451,,Проспект Вернадского,36,15,11,21,9,4,,,https://investmoscow.ru/tenders/tender/19316974
#ГП16927272,Продажа,Квартира,77:07:0013006:23945,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, проспект Вернадского, дом 54, Этаж 16, кв. 292",,,,,,1,16,,34.2,10950840,320200.0,100000,109508,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481537,,Проспект Вернадского,36,15,11,21,9,4,,,https://investmoscow.ru/tenders/tender/19317171
#ГП16927060,Продажа,Квартира,77:07:0013006:23815,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, проспект Вернадского, дом 54, Этаж 12, кв. 162",,,,,,1,12,,34.2,10738800,314000.0,100000,107388,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481380,,Проспект Вернадского,36,15,11,21,9,4,,,https://investmoscow.ru/tenders/tender/19317028
#ГП16937983,Продажа,Квартира,77:06:0002012:4807,"улица Дмитрия Ульянова, дом 27, Этаж 12, кв. 187",,,,,,1,12,,36.1,11281250,312500.0,100000,112812,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481826,,Академическая,122,23,9,41,37,5,,,https://investmoscow.ru/tenders/tender/19316801
#ГП16937981,Продажа,Квартира,77:02:0010017:3623,"улица Коминтерна, дом 12, Этаж 8, кв. 26",,,,,,1,8,,44.6,10775360,241600.0,100000,107753,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481534,,Бабушкинская,202,12,12,27,35,1,,,https://investmoscow.ru/tenders/tender/19316617
#ГП16937976,Продажа,Квартира,77:06:0003009:9707,"Профсоюзная улица, дом 32, Этаж 13, кв. 59",,,,,,3,13,,69.7,23126460,331800.0,100000,231264,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481828,,Профсоюзная,131,34,17,29,32,1,,,https://investmoscow.ru/tenders/tender/19316285
#ГП16937980,Продажа,Квартира,77:03:0005011:9743,"улица Константина Федина, дом 13, Этаж 31, кв. 1080",,,,,,1,31,,43.0,12121700,281900.0,100000,121217,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481529,,Щёлковская,311,64,7,30,53,1,,,https://investmoscow.ru/tenders/tender/19316510
#ГП16937982,Продажа,Квартира,77:09:0003024:4495,"Дмитровское шоссе, дом 55, Этаж 10, кв. 117",,,,,,2,10,,56.5,15475350,273900.0,100000,154753,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481827,,Окружная,73,16,13,13,15,2,,,https://investmoscow.ru/tenders/tender/19316756
#ГП16937973,Продажа,Квартира,77:02:0010007:4599,"Норильская улица, дом 9, Этаж 3, кв. 72",,,,,,3,3,,71.7,15601920,217600.0,100000,156019,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481751,,Бабушкинская,77,11,5,31,16,6,,,https://investmoscow.ru/tenders/tender/19315053
#ГП16937972,Продажа,Квартира,77:02:0010007:4550,"Норильская улица, дом 9, Этаж 6, кв. 28",,,,,,1,6,,42.8,10246320,239400.0,100000,102463,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481746,,Бабушкинская,77,11,5,31,16,6,,,https://investmoscow.ru/tenders/tender/19315020
#ГП16937975,Продажа,Квартира,77:02:0010007:4445,"Норильская улица, дом 9, Этаж 19, кв. 108",,,,,,3,19,,72.2,15869560,219800.0,100000,158695,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481783,,Бабушкинская,77,11,5,31,16,6,,,https://investmoscow.ru/tenders/tender/19316232
#ГП16937974,Продажа,Квартира,77:02:0010007:4616,"Норильская улица, дом 9, Этаж 16, кв. 88",,,,,,1,16,,42.7,10538360,246800.0,100000,105383,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481761,,Бабушкинская,77,11,5,31,16,6,,,https://investmoscow.ru/tenders/tender/19316207
#ГП16937977,Продажа,Квартира,77:08:0009014:1537,"1-й Пехотный переулок, дом 2, Этаж 22, кв. 163",,,,,,1,22,,40.4,13130000,325000.0,100000,131300,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481830,,Стрешнево,5,3,4,4,6,15,,,https://investmoscow.ru/tenders/tender/19316315
#ГП16937979,Продажа,Квартира,77:08:0009004:9119,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, Новощукинская улица, дом 8, Этаж 18, кв. 301",,,,,,1,18,,41.1,12338220,300200.0,100000,123382,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481440,,Щукинская,103,28,11,22,38,3,,,https://investmoscow.ru/tenders/tender/19316417
#ГП16937978,Продажа,Квартира,77:08:0009004:9321,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, Новощукинская улица, дом 8, Этаж 18, кв. 68",,,,,,3,18,,70.7,19824280,280400.0,100000,198242,Открытый аукцион в электронной форме,2023-10-02,2023-11-07,2023-11-13,2023-11-15,2023-11-15,https://178fz.roseltorg.ru/#com/procedure/view/procedure/481355,,Щукинская,103,28,11,22,38,3,,,https://investmoscow.ru/tenders/tender/19316366
#ГП16938235,Продажа,Квартира,77:02:0018007:4591,"Сельскохозяйственная улица, дом 14, корпус 3, Этаж 10, кв. 96",,,,,,1,10,,40.1,11893660,296600.0,100000,118936,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482429,,Улица Сергея Эйзенштейна,9,9,10,21,9,1,,,https://investmoscow.ru/tenders/tender/19323614
#ГП16938233,Продажа,Квартира,77:02:0018007:4559,"Сельскохозяйственная улица, дом 14, корпус 3, Этаж 5, кв. 67",,,,,,1,5,,40.2,11806740,293700.0,100000,118067,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482425,,Улица Сергея Эйзенштейна,9,9,10,21,9,1,,,https://investmoscow.ru/tenders/tender/19323608
#ГП16938236,Продажа,Квартира,77:02:0018007:4430,"Сельскохозяйственная улица, дом 14, корпус 3, Этаж 12, кв. 109",,,,,,1,12,,39.5,11948750,302500.0,100000,119487,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482428,,Улица Сергея Эйзенштейна,9,9,10,21,9,1,,,https://investmoscow.ru/tenders/tender/19323616
#ГП16938234,Продажа,Квартира,77:02:0018007:4566,"Сельскохозяйственная улица, дом 14, корпус 3, Этаж 6, кв. 73",,,,,,1,6,,40.1,11893660,296600.0,100000,118936,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482426,,Улица Сергея Эйзенштейна,9,9,10,21,9,1,,,https://investmoscow.ru/tenders/tender/19323612
#ГП16938241,Продажа,Квартира,77:05:0002001:11722,"г. Москва, пер. Пересветов, дом 9, Этаж 10, кв. 156",,,,,,1,10,,43.7,14827410,339300.0,100000,148274,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482409,,Автозаводская,214,30,12,31,28,3,,,https://investmoscow.ru/tenders/tender/19323668
#ГП16938237,Продажа,Квартира,77:05:0002001:11700,"г. Москва, пер. Пересветов, дом 9, Этаж 5, кв. 136",,,,,,1,5,,43.8,14712420,335900.0,100000,147124,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482091,,Автозаводская,214,30,12,31,28,3,,,https://investmoscow.ru/tenders/tender/19323618
#ГП16938240,Продажа,Квартира,77:05:0002001:11713,"г. Москва, пер. Пересветов, дом 9, Этаж 8, кв. 148",,,,,,1,8,,43.8,14861340,339300.0,100000,148613,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482094,,Автозаводская,214,30,12,31,28,3,,,https://investmoscow.ru/tenders/tender/19323666
#ГП16938239,Продажа,Квартира,77:05:0002001:11709,"г. Москва, пер. Пересветов, дом 9, Этаж 7, кв. 144",,,,,,1,7,,43.5,14759550,339300.0,100000,147595,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482093,,Автозаводская,214,30,12,31,28,3,,,https://investmoscow.ru/tenders/tender/19323658
#ГП16938238,Продажа,Квартира,77:05:0002001:11705,"г. Москва, пер. Пересветов, дом 9, Этаж 6, кв. 140",,,,,,1,6,,43.7,14827410,339300.0,100000,148274,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482092,,Автозаводская,214,30,12,31,28,3,,,https://investmoscow.ru/tenders/tender/19323630
#ГП16938243,Продажа,Квартира,77:06:0008005:6046,"г. Москва, ул. Введенского, дом 13В, Этаж 2, кв. 6",,,,,,1,2,,40.1,11183890,278900.0,100000,111838,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482416,,Беляево,64,10,5,11,10,5,,,https://investmoscow.ru/tenders/tender/19323691
#ГП16938252,Продажа,Квартира,77:06:0008005:5869,"г. Москва, ул. Введенского, дом 13В, Этаж 15, кв. 123",,,,,,1,15,,39.2,11273920,287600.0,100000,112739,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482307,,Беляево,64,10,5,11,10,5,,,https://investmoscow.ru/tenders/tender/19323752
#ГП16938245,Продажа,Квартира,77:06:0008005:5897,"г. Москва, ул. Введенского, дом 13В, Этаж 3, кв. 14",,,,,,1,3,,39.3,10960770,278900.0,100000,109607,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482422,,Беляево,64,10,5,11,10,5,,,https://investmoscow.ru/tenders/tender/19323727
#ГП16938244,Продажа,Квартира,77:06:0008005:5886,"г. Москва, ул. Введенского, дом 13В, Этаж 3, кв. 13",,,,,,1,3,,39.4,10988660,278900.0,100000,109886,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482419,,Беляево,64,10,5,11,10,5,,,https://investmoscow.ru/tenders/tender/19323715
#ГП16938242,Продажа,Квартира,77:06:0008005:5952,"г. Москва, ул. Введенского, дом 13В, Этаж 2, кв. 1",,,,,,1,2,,39.3,10960770,278900.0,100000,109607,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482414,,Беляево,64,10,5,11,10,5,,,https://investmoscow.ru/tenders/tender/19323670
#ГП16938251,Продажа,Квартира,77:06:0008005:5857,"г. Москва, ул. Введенского, дом 13В, Этаж 14, кв. 112",,,,,,1,14,,39.3,11302680,287600.0,100000,113026,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482300,,Беляево,64,10,5,11,10,5,,,https://investmoscow.ru/tenders/tender/19323750
#ГП16938249,Продажа,Квартира,77:06:0008005:6054,"г. Москва, ул. Введенского, дом 13В, Этаж 10, кв. 76",,,,,,1,10,,39.5,11131100,281800.0,100000,111311,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482294,,Беляево,64,10,5,11,10,5,,,https://investmoscow.ru/tenders/tender/19323746
#ГП16938246,Продажа,Квартира,77:06:0008005:5996,"г. Москва, ул. Введенского, дом 13В, Этаж 4, кв. 23",,,,,,1,4,,39.3,10960770,278900.0,100000,109607,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482420,,Беляево,64,10,5,11,10,5,,,https://investmoscow.ru/tenders/tender/19323732
#ГП16938250,Продажа,Квартира,77:06:0008005:5847,"г. Москва, ул. Введенского, дом 13В, Этаж 13, кв. 103",,,,,,1,13,,39.3,11302680,287600.0,100000,113026,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482296,,Беляево,64,10,5,11,10,5,,,https://investmoscow.ru/tenders/tender/19323748
#ГП16938248,Продажа,Квартира,77:06:0008005:5998,"г. Москва, ул. Введенского, дом 13В, Этаж 4, кв. 25",,,,,,1,4,,39.5,11016550,278900.0,100000,110165,Открытый аукцион в электронной форме,2023-10-04,2023-11-08,2023-11-14,2023-11-16,2023-11-16,https://178fz.roseltorg.ru/#com/procedure/view/procedure/482404,,Беляево,64,10,5,11,10,5,,,https://investmoscow.ru/tenders/tender/19323743
