adm_area,mun_district,gkh_address,gkh_total_floors,is_total_floors_variable,geo_lat,geo_lon,overlap_material,skeleton,wall_material,category,residents_qty,construction_year,ceiling_height,passenger_elevators_qty,condition,gkh_metro_station,metro_km,metro_min,gkh_cadastr_num,code_KLADR,global_repair_date,is_renov,renov_period,building_page_url,addr_winner
Северо-Западный,Митино,"г. москва, ул. муравская, д. 38, к. 1",25.0,1.0,55.86459,37.37253,Железобетонные,Панельный,,,,2019.0,,2.0,Исправный,Пятницкое шоссе,1.55,23.0,77:08:0000000:4687,7.70000000004181e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=327370,"муравская ул., 38к1"
Западный,Проспект Вернадского,"г. москва, пр-кт. вернадского, д. 38а",16.0,,55.6739,37.49934,железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,113.0,1969.0,260.0,1.0,Исправный,Проспект Вернадского,0.55,9.0,77:07:0013006:1064,7.70000000000953e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=70059,"вернадского просп., 38а"
Центральный,Хамовники,"г. москва, ул. усачева, д. 15а",14.0,1.0,55.72599,37.57059,,Монолитный,,,,2022.0,,,,Спортивная,0.55,9.0,77:01:0005010:8039,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=351989,"усачева ул., 15а"
Центральный,Якиманка,"г. москва, наб. софийская, д. 34, стр. 4",8.0,,55.74752,37.62268,,Монолитный,Кирпичные,федеральный,,2019.0,,,,Новокузнецкая,0.7,11.0,77:01:0002021:1052,7.70000000007164e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=183810,"софийская наб., 34с4"
Юго-Западный,Ясенево,"г. москва, пр-кт. новоясеневский, д. 9",23.0,1.0,55.608880000000006,37.53524,Железобетонные,Монолитный,Железобетонные Монолитные,,,2014.0,,5.0,Исправный,Ясенево,0.4,6.0,77:06:0008011:4177,7.70000000002073e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=179434,"новоясеневский просп., 9"
Юго-Восточный,Люблино,"г. москва, ул. головачева, д. 3, к. 3",12.0,,55.67601,37.80533,Железобетонные,Блочный,Крупноблочные,,532.0,1975.0,248.0,1.0,Исправный,Люблино,2.8,42.0,77:04:0004006:1048,7.70000000000063e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=15894,"головачева ул., 3к3"
Западный,Раменки,"г. москва, ул. мосфильмовская, д. 88, к. 2, стр. 4",21.0,,55.70404,37.49308,Иные,Монолитный,Бетонные Монолитные,,,2014.0,,2.0,Исправный,Матвеевская,0.8,12.0,77:07:0013003:15485,7.70000000001909e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=265426,"мосфильмовская ул., 88к2с4"
Восточный,Вешняки,"г. москва, ул. снайперская, д. 10, к. 1",9.0,,55.72215,37.81055,железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,459.0,1970.0,264.0,1.0,Исправный,Выхино,0.85,13.0,77:03:0007003:1090,7.70000000000445e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=24837,"снайперская ул., 10к1"
Северный,Войковский,"г. москва, ул. адмирала макарова, д. 39",5.0,,55.83735,37.48686,Железобетонные,Кирпичный,Кирпичные,муниципальный,211.0,1958.0,280.0,,Исправный,Водный Стадион,0.3,5.0,77:09:0001021:1012,7.70000000001777e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=50585,"адмирала макарова ул., 39"
Северо-Восточный,Отрадное,"г. москва, проезд. нововладыкинский, д. 1, к. 3",22.0,1.0,55.85063,37.57675,Железобетонные,Монолитный,Бетонные Монолитные,,,2018.0,,2.0,Исправный,Окружная,0.5,8.0,77:02:0007003:4466,7.7000000000202e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=328117,"нововладыкинский пр-д, 1к3"
Центральный,Замоскворечье,"г. москва, наб. садовническая, д. 7",6.0,,55.74688,37.62787,,Монолитный,Железобетонные Монолитные,,,2017.0,,,,Новокузнецкая,0.55,8.0,77:01:0002022:3437,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=308481,"садовническая наб., 7"
Западный,Раменки,"г. москва, ул. пудовкина, д. 3",9.0,,55.72691,37.53107,железобетонные,Кирпичный,Кирпичные,муниципальный,365.0,1961.0,285.0,1.0,Исправный,Поклонная,1.35,20.0,77:07:0006004:1022,7.7000000000241e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=19865,"пудовкина ул., 3"
Юго-Восточный,Лефортово,"г. москва, ш. энтузиастов, д. 1, к. 2",12.0,1.0,55.74823000000001,37.68842,Железобетонные,Монолитный,Бетонные,,,2019.0,,2.0,Исправный,Москва Товарная,0.3,5.0,77:04:0001009:7083,7.7000000000033e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=342505,"энтузиастов ш., 1к2"
Юго-Западный,Теплый Стан,"г. москва, ул. профсоюзная, д. 152, к. 3",9.0,,55.623219999999996,37.50527,железобетонные,Панельный,Крупнопанельные,муниципальный,751.0,1972.0,264.0,1.0,Исправный,Теплый Стан,0.5,8.0,77:06:0007003:1049,7.70000000002392e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=5106,"профсоюзная ул., 152к3"
Центральный,Хамовники,"г. москва, наб. пречистенская, д. 5",4.0,,55.73644,37.60038,Иные,Монолитный,Кирпичные,,,2015.0,,1.0,Исправный,Парк Культуры,0.4,6.0,77:01:0001053:3271,7.70000000007172e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=257463,"пречистенская наб., 5"
Восточный,Ивановское,"г. москва, ш. энтузиастов, д. 98, к. 1",9.0,,55.77324,37.83232,Железобетонные,Панельный,Крупнопанельные,муниципальный,531.0,1972.0,264.0,1.0,Исправный,Новогиреево,3.0,45.0,77:03:0006025:1069,7.7000000000033e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=37489,"энтузиастов ш., 98к1"
Западный,Можайский,"г. москва, ул. красных зорь, д. 33а",15.0,,55.723180000000006,37.4324,,Монолит-Кирпич,,,,2021.0,,,Исправный,Рабочий Посёлок,1.05,16.0,,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=18610,"красных зорь ул., 33а"
Центральный,Замоскворечье,"г. москва, ул. мытная, д. 7, стр. 1",14.0,,55.721869999999996,37.61877,,Монолитный,Бетонные Монолитные,,,2013.0,,1.0,Исправный,Серпуховская,0.7,11.0,77:01:0006010:2065,7.70000000001928e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=21704,"мытная ул., 7с1"
Южный,Чертаново Южное,"г. москва, ул. подольских курсантов, д. 12, к. 1",9.0,,55.6073,37.61704,железобетонные,Панельный,Крупнопанельные,муниципальный,1456.0,1973.0,264.0,1.0,Исправный,Пражская,1.0,15.0,77:05:0008001:1030,7.70000000002315e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=5733,"подольских курсантов ул., 12к1"
Восточный,Вешняки,"г. москва, ул. молдагуловой, д. 18, к. 2",9.0,,55.7221,37.81917,железобетонные,Панельный,Крупнопанельные,муниципальный,754.0,1971.0,264.0,1.0,Исправный,Выхино,0.7,11.0,77:03:0007003:1047,7.70000000000416e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=24875,"молдагуловой ул., 18к2"
Восточный,Метрогородок,"г. москва, ш. открытое, д. 17, к. 7",5.0,,55.823159999999994,37.75307,железобетонные,Панельный,Крупнопанельные,муниципальный,286.0,1963.0,248.0,,Исправный,Бульвар Рокоссовского,1.55,23.0,77:03:0002003:1075,7.70000000002167e+16,,1.0,2029-2032,https://flatinfo.ru/h_info1.asp?hid=53281,"открытое ш., 17к7"
Западный,Крылатское,"г. москва, ул. крылатские холмы, д. 26, к. 3",22.0,,55.76418,37.4179,железобетонные,Панельный,Крупнопанельные,муниципальный,727.0,1988.0,264.0,2.0,Исправный,Крылатское,1.05,16.0,77:07:0001002:1097,7.70000000001629e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=71797,"крылатские холмы ул., 26к3"
Западный,Фили-Давыдково,"г. москва, ул. ватутина, д. 4, к. 2",5.0,,55.72295,37.4585,Железобетонные,Кирпичный,Кирпичные,муниципальный,119.0,1961.0,265.0,,Исправный,Кунцевская,0.95,15.0,77:07:0009003:1100,7.7000000000094e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=18969,"ватутина ул., 4к2"
Западный,Дорогомилово,"г. москва, наб. тараса шевченко, д. 3",8.0,,55.74889,37.5718,Железобетонные,Кирпичный,Кирпичные,муниципальный,407.0,1957.0,300.0,1.0,Исправный,Киевская,0.7,10.0,77:07:0007003:1011,7.70000000003498e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=28110,"тараса шевченко наб., 3"
Западный,Раменки,"г. москва, ул. мосфильмовская, д. 88, к. 2, стр. 5",21.0,,55.7051,37.49207,,Монолитный,Бетонные Монолитные,,,2014.0,,,,Матвеевская,0.7,10.0,77:07:0013003:15485,7.70000000001909e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=231975,"мосфильмовская ул., 88к2с5"
Южный,Бирюлево Западное,"г. москва, ул. медынская, д. 5, к. 5",12.0,,55.589980000000004,37.64999,железобетонные,Панельный,Крупнопанельные,муниципальный,560.0,1973.0,264.0,2.0,Исправный,Покровская,1.85,28.0,77:05:0009002:1047,7.70000000001832e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=3203,"медынская ул., 5к5"
Юго-Западный,Теплый Стан,"г. москва, ул. генерала тюленева, д. 23, к. 1",16.0,,55.61988,37.486509999999996,Железобетонные,Панельный,Крупноблочные,муниципальный,558.0,1978.0,248.0,1.0,Исправный,Отсутствует в пешей доступности,20.0,90.0,77:06:0007005:1061,7.70000000002956e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=5034,"генерала тюленева ул., 23к1"
Восточный,Богородское,"г. москва, ул. краснобогатырская, д. 21",12.0,,55.812569999999994,37.70004,железобетонные,Панельный,Крупнопанельные,муниципальный,1427.0,1974.0,264.0,1.0,Исправный,Белокаменная,1.95,29.0,77:03:0001005:1010,7.70000000001578e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=52735,"краснобогатырская ул., 21"
Восточный,Богородское,"г. москва, ш. открытое, д. 14д",29.0,,55.81406,37.740429999999996,,Монолитный,,,,2023.0,300.0,,,Бульвар Рокоссовского,0.4,6.0,,,,0.0,,https://flatinfo.ru/h_info1.asp?hid=356279,"открытое ш., 14д"
Северный,Савеловский,"г. москва, проезд. петровско-разумовский, д. 17",5.0,,55.79864,37.56675,Железобетонные,Кирпичный,Кирпичные,муниципальный,184.0,1958.0,280.0,,Исправный,Петровский парк,1.0,15.0,77:09:0004014:1035,7.70000000002269e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=43272,"петровско-разумовский пр-д, 17"
Северный,Сокол,"г. москва, ул. зорге, д. 25, стр. 2",1.0,,55.79179,37.50547,,Кирпичный,Кирпичные,ЧФ  - частный фонд,,1955.0,,,,Зорге,0.3,5.0,77:09:0005005:1133,7.70000000001352e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=279844,"зорге ул., 25с2"
Восточный,Измайлово Северное,"г. москва, ш. щелковское, д. 82, к. 1",17.0,,55.81055,37.815329999999996,железобетонные,Панельный,Крупнопанельные,муниципальный,844.0,2004.0,275.0,1.0,Исправный,Щелковская,1.1,17.0,77:03:0005018:1036,7.7000000000317e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=84505,"щелковское ш., 82к1"
Южный,Орехово-Борисово Северное,"г. москва, ул. шипиловская, д. 5, к. 1",12.0,,55.61819000000001,37.70166,Железобетонные,Панельный,Крупноблочные,муниципальный,406.0,1976.0,248.0,1.0,Исправный,Орехово,0.7,11.0,77:05:0011001:1045,7.70000000000529e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=6436,"шипиловская ул., 5к1"
Западный,Новопеределкино,"г. москва, ул. лукинская, д. 10",25.0,,55.64946,37.34334000000001,Железобетонные,Монолитный,Крупнопанельные,,902.0,2010.0,,4.0,Исправный,Переделкино,1.05,16.0,77:07:0015005:1914,7.70000000001742e+16,,0.0,,https://flatinfo.ru/h_info1.asp?hid=118180,"лукинская ул., 10"
