addr_winner,addr_norm,qty_rooms,addr_floor,total_floors,obj_square,price,price_m2,date,is_active,seller_name,exposition_days,adm_area,mun_district,gkh_address,gkh_total_floors,is_total_floors_variable,geo_lat,geo_lon,overlap_material,skeleton,wall_material,category,residents_qty,construction_year,ceiling_height,passenger_elevators_qty,condition,gkh_metro_station,metro_km,metro_min,gkh_cadastr_num,code_KLADR,global_repair_date,is_renov,renov_period,building_page_url
"варшавское ш., 152к7","г. москва, ш. варшавское, д. 152, к. 7",3,11,17.0,75.5,19000000,251656.0,2023-11-06,0,CIAN ID 405058,12,Южный,Чертаново Южное,"г. москва, ш. варшавское, д. 152, к. 7",17.0,0.0,55.59143,37.59145,железобетонные,Панельный,Крупнопанельные,муниципальный,1635.0,1991.0,264.0,1.0,Исправный,Улица Академика Янгеля,0.75,12.0,77:05:0008007:1089,7.70000000000476e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=2966
"люблинская ул., 169","г. москва, ул. люблинская, д. 169",3,15,24.0,76.0,21000000,276316.0,2023-11-06,0,CIAN ID 22086,33,Юго-Восточный,Марьино,"г. москва, ул. люблинская, д. 169",24.0,0.0,55.64895,37.74644,Железобетонные,Монолитный,Железобетонные Монолитные,ЧФ  - частный фонд,258.0,1998.0,264.0,2.0,Исправный,Марьино,0.25,4.0,77:04:0004026:1039,7.70000000000082e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=96041
"свободы ул., 73к1","г. москва, ул. свободы, д. 73, к. 1",3,9,12.0,57.6,15500000,269097.0,2023-11-06,0,CIAN ID 382527,20,Северо-Западный,Тушино Северное,"г. москва, ул. свободы, д. 73, к. 1",12.0,0.0,55.86105,37.446999999999996,железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,-1.0,1969.0,260.0,2.0,Исправный,Планерная,0.65,10.0,77:08:0003005:1032,7.70000000002589e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=55160
"маршала бирюзова ул., 4к2","г. москва, ул. маршала бирюзова, д. 4, к. 2",3,5,5.0,64.6,23000000,356037.0,2023-11-06,0,"Агент Наталья Педан, CIAN ID 243046",81,Северо-Западный,Щукино,"г. москва, ул. маршала бирюзова, д. 4, к. 2",5.0,0.0,55.79128000000001,37.500809999999994,Железобетонные,Кирпичный,Кирпичные,муниципальный,123.0,1955.0,280.0,-1.0,Исправный,Зорге,0.35,5.0,77:08:0009033:1003,7.70000000000858e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=41437
"вернадского просп., 93к1","г. москва, пр-кт. вернадского, д. 93, к. 1",3,2,16.0,76.0,21600000,284211.0,2023-11-06,0,"Агент Петр Смирнов, CIAN ID 105524",34,Западный,Тропарево-Никулино,"г. москва, пр-кт. вернадского, д. 93, к. 1",16.0,0.0,55.667,37.49623,железобетонные,Панельный,Крупнопанельные,муниципальный,629.0,1979.0,264.0,1.0,Исправный,Юго-Западная,0.95,14.0,77:07:0014008:1035,7.70000000000953e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=9364
"новомихалковский 1-й пр-д, 2к1","г. москва, проезд. новомихалковский 1-й, д. 2, к. 1",3,2,24.0,82.7,24500000,296252.0,2023-11-06,0,"Агентство Ключи, Агент Игорь Ильченко, CIAN ID 108235367",12,Северный,Коптево,"г. москва, проезд. новомихалковский 1-й, д. 2, к. 1",24.0,0.0,55.83823,37.53974,Железобетонные,Кирпичный,Железобетонные Монолитные,муниципальный,182.0,2004.0,300.0,2.0,Исправный,Коптево,1.2,18.0,77:09:0003003:1054,7.70000000002035e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=85415
"красностуденческий пр-д, 6","г. москва, проезд. красностуденческий, д. 6",3,17,18.0,114.0,39900000,350000.0,2023-11-06,0,"Агентство ГОРОДА, Агент Виктор Сидоров, CIAN ID 107965826",7,Северный,Тимирязевский,"г. москва, проезд. красностуденческий, д. 6",18.0,0.0,55.82504,37.56145,Железобетонные,Кирпичный,Кирпичные,федеральный,-1.0,2003.0,-1.0,1.0,Исправный,Тимирязевская,1.2,18.0,77:09:0003008:1032,7.70000000001597e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=177223
"фабрициуса ул., 40","г. москва, ул. фабрициуса, д. 40",3,1,5.0,79.2,18300000,231061.0,2023-11-06,0,"Агентство Октябрьская, Агент Екатерина Серебрянникова, CIAN ID 103194591",35,Северо-Западный,Тушино Южное,"г. москва, ул. фабрициуса, д. 40",5.0,0.0,55.844359999999995,37.433820000000004,железобетонные,Кирпичный,Кирпичные,муниципальный,270.0,1957.0,280.0,-1.0,Исправный,Сходненская,0.8,12.0,77:08:0004007:1019,7.70000000002977e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=49674
"косинская ул., 22","г. москва, ул. косинская, д. 22",3,4,9.0,59.0,16500000,279661.0,2023-11-06,0,"Собственник, CIAN ID 109197464",7,Восточный,Вешняки,"г. москва, ул. косинская, д. 22",9.0,0.0,55.71838,37.83204,железобетонные,Панельный,Крупнопанельные,муниципальный,608.0,1971.0,264.0,1.0,Исправный,Выхино,0.95,15.0,77:03:0007004:1013,7.700000000004e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=25126
"космонавта волкова ул., 29","г. москва, ул. космонавта волкова, д. 29",3,1,5.0,53.0,14050000,265094.0,2023-11-06,0,"Собственник, CIAN ID 63602123",7,Северный,Коптево,"г. москва, ул. космонавта волкова, д. 29",5.0,0.0,55.81649,37.525209999999994,Железобетонные,Кирпичный,Кирпичные,муниципальный,91.0,1960.0,248.0,-1.0,Исправный,Красный Балтиец,0.3,4.0,77:09:0003020:1049,7.70000000001002e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=50226
"ярцевская ул., 24к1","г. москва, ул. ярцевская, д. 24, к. 1",3,2,25.0,88.3,29900000,338618.0,2023-11-06,0,CIAN ID 387242,34,Западный,Кунцево,"г. москва, ул. ярцевская, д. 24, к. 1",25.0,1.0,55.738569999999996,37.41522,Железобетонные,Смешанный тип,Смешанные,Нет данных,-1.0,2017.0,265.0,2.0,Исправный,Молодежная,0.3,4.0,77:07:0004004:9674,7.70000000003222e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=299474
"языковский пер., 5к6","г. москва, пер. языковский, д. 5, к. 6",3,5,5.0,93.0,59000000,634409.0,2023-11-06,0,"Агентство МИЭЛЬ, МИЭЛЬ офис на Новокузнецкой, CIAN ID 20281004",5,Центральный,Хамовники,"г. москва, пер. языковский, д. 5, к. 6",5.0,0.0,55.73159,37.58369,деревянные,Кирпичный,Кирпичные,муниципальный,159.0,1926.0,-1.0,1.0,Исправный,Фрунзенская,0.5,8.0,77:01:0005012:1060,7.70000000003204e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=186581
"одесская ул., 14к4а","г. москва, ул. одесская, д. 14, к. 4а",3,9,17.0,85.4,24500000,286885.0,2023-11-06,0,"Агентство АРТ, Агент Ольга Марецкая, CIAN ID 86596083",9,Юго-Западный,Зюзино,"г. москва, ул. одесская, д. 14, к. 4а",14.0,0.0,55.65705,37.58737,железобетонные,Панельный,Крупнопанельные,муниципальный,252.0,1998.0,264.0,2.0,Исправный,Каховская,0.85,13.0,77:06:0005010:1023,7.70000000002105e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=75372
"островитянова ул., 13","г. москва, ул. островитянова, д. 13",3,7,8.0,123.0,48000000,390244.0,2023-11-06,0,"Собственник, CIAN ID 108910846",19,Юго-Западный,Коньково,"г. москва, ул. островитянова, д. 13",7.0,0.0,55.64100000000001,37.50254,Железобетонные,Кирпичный,Кирпичные,муниципальный,111.0,2004.0,300.0,-1.0,Исправный,Отсутствует в пешей доступности,20.0,90.0,77:06:0006004:1045,7.7000000000216e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=84710
"машиностроения 1-я ул., 4к1","г. москва, ул. машиностроения 1-я, д. 4, к. 1",3,4,5.0,75.0,19500000,260000.0,2023-11-06,0,"Агентство СТОЛИЦА Департамент недвижимости, Столица (отдел 1), CIAN ID 78535501",130,Юго-Восточный,Южнопортовый,"г. москва, ул. машиностроения 1-я, д. 4, к. 1",5.0,0.0,55.71394,37.66944,Смешанные,Кирпичный,Кирпичные,муниципальный,504.0,1937.0,300.0,-1.0,Исправный,Дубровка,0.5,8.0,77:04:0001018:1037,7.70000000000196e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=22671
"новоясеневский просп., 9","г. москва, пр-кт. новоясеневский, д. 9",3,13,23.0,170.0,57000000,335294.0,2023-11-06,0,"Агентство ОГРК, Агент Анна Чечина, CIAN ID 107917409",42,Юго-Западный,Ясенево,"г. москва, пр-кт. новоясеневский, д. 9",23.0,1.0,55.608880000000006,37.53524,Железобетонные,Монолитный,Железобетонные Монолитные,Нет данных,-1.0,2014.0,-1.0,5.0,Исправный,Ясенево,0.4,6.0,77:06:0008011:4177,7.70000000002073e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=179434
"снайперская ул., 10к1","г. москва, ул. снайперская, д. 10, к. 1",3,9,9.0,58.3,11600000,198971.0,2023-11-06,0,"Агентство ГОРОДА, Агент Никита Мищенков, CIAN ID 104820061",7,Восточный,Вешняки,"г. москва, ул. снайперская, д. 10, к. 1",9.0,0.0,55.72215,37.81055,железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,459.0,1970.0,264.0,1.0,Исправный,Выхино,0.85,13.0,77:03:0007003:1090,7.70000000000445e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=24837
"красногвардейский 1-й пр-д, 22с2","г. москва, проезд. красногвардейский 1-й, д. 22, стр. 2",3,70,79.0,135.0,131700000,975556.0,2023-11-06,0,"Агентство EXCLUSIVE CITY, CIAN ID 46572251",55,Центральный,Пресненский,"г. москва, проезд. красногвардейский 1-й, д. 22, стр. 2",77.0,0.0,55.75163000000001,37.53522,Нет данных,Нет данных,Нет данных,Нет данных,-1.0,2020.0,-1.0,-1.0,Нет данных,Тестовская,0.35,6.0,Нет данных,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=348326
"красногвардейский 1-й пр-д, 21с2","г. москва, проезд. красногвардейский 1-й, д. 21, стр. 2",3,36,88.0,157.0,109000000,694268.0,2023-11-06,0,"Агентство EXCLUSIVE CITY, CIAN ID 46572251",37,Центральный,Пресненский,"г. москва, проезд. красногвардейский 1-й, д. 21, стр. 2",88.0,0.0,55.749469999999995,37.53403,Нет данных,Монолитный,Железобетонные Монолитные,Нет данных,-1.0,2015.0,-1.0,-1.0,Нет данных,Деловой центр,0.15,2.0,77:01:0004042:7757,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=295621
"пресненская наб., 12","г. москва, наб. пресненская, д. 12",3,81,97.0,141.8,92170000,650000.0,2023-11-06,0,"Агентство БЦ-Аренда, CIAN ID 12467509",31,Центральный,Пресненский,"г. москва, наб. пресненская, д. 12",97.0,1.0,55.74984,37.537729999999996,Нет данных,Монолитный,Бетонные Монолитные,Нет данных,-1.0,2017.0,-1.0,-1.0,Нет данных,Деловой центр,0.2,3.0,77:01:0004034:1013,7.70000000007388e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=192814
"поляны ул., 5ак1","г. москва, ул. поляны, д. 5а, к. 1",3,21,33.0,90.6,26490000,292384.0,2023-11-06,0,"Собственник, CIAN ID 20905826",96,Юго-Западный,Бутово Южное,"г. москва, ул. поляны, д. 5а, к. 1",33.0,1.0,55.55566999999999,37.55417,Нет данных,Монолит-Панель,Нет данных,Нет данных,-1.0,2019.0,265.0,-1.0,Нет данных,Скобелевская,0.85,13.0,77:06:0011011:9102,7.70000000003957e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=335061
"можайское ш., 37","г. москва, ш. можайское, д. 37",3,7,16.0,76.6,19500000,254569.0,2023-11-06,0,"Агентство LaRichesse, Агент Ирина Шалыгина, CIAN ID 25491609",66,Западный,Можайский,"г. москва, ш. можайское, д. 37",16.0,0.0,55.71774,37.41577,Железобетонные,Панельный,Крупнопанельные,муниципальный,822.0,1983.0,264.0,1.0,Исправный,Рабочий Посёлок,1.1,16.0,77:07:0008005:1127,7.70000000001887e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=18144
"брусилова ул., 15к1","г. москва, ул. брусилова, д. 15, к. 1",3,7,14.0,74.5,12800000,171812.0,2023-11-06,0,"Агентство ИП Третьяков Д. О., CIAN ID 45681378",22,Юго-Западный,Бутово Южное,"г. москва, ул. брусилова, д. 15, к. 1",14.0,0.0,55.5024,37.58054,железобетонные,Панельный,Крупнопанельные,муниципальный,627.0,2008.0,264.0,1.0,Исправный,Щербинка,1.45,22.0,77:06:0012020:1391,7.70000000007391e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=114403
"грина ул., 1к4","г. москва, ул. грина, д. 1, к. 4",3,16,17.0,84.6,16000000,189125.0,2023-11-06,0,"Частный маклер Галина Лесник, CIAN ID 19509",8,Юго-Западный,Бутово Северное,"г. москва, ул. грина, д. 1, к. 4",17.0,0.0,55.56049,37.58379,железобетонные,Панельный,Крупнопанельные,муниципальный,608.0,1994.0,264.0,1.0,Исправный,Улица Старокачаловская,1.1,17.0,77:06:0011006:1062,7.7000000000114e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=2904
"нагатинская наб., 40/1","г. москва, наб. нагатинская, д. 40/1",3,10,23.0,75.0,21600000,288000.0,2023-11-06,0,"Агентство ИНКОМ-Недвижимость, Офис ""Сокол"" Инком-Недвижимость, CIAN ID 24930409",18,Южный,Нагатинский Затон,"г. москва, наб. нагатинская, д. 40/1",23.0,0.0,55.685359999999996,37.67425,железобетонные,Панельный,Крупнопанельные,муниципальный,1972.0,1984.0,264.0,1.0,Исправный,Коломенская,1.1,17.0,77:05:0004009:1019,7.70000000001943e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=14818
"парковая 15-я ул., 42к5","г. москва, ул. парковая 15-я, д. 42, к. 5",3,3,15.0,70.0,18250000,260714.0,2023-11-06,0,"Агент Ольга Джаши, CIAN ID 184872",69,Восточный,Измайлово Северное,"г. москва, ул. парковая 15-я, д. 42, к. 5",15.0,0.0,55.80716999999999,37.824329999999996,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,270.0,2.0,Нет данных,Щелковская,1.7,26.0,77:03:0005019:11558,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=354866
"ленинградский просп., 37/3","г. москва, пр-кт. ленинградский, д. 37/3",3,4,42.0,90.8,54900000,604626.0,2023-11-06,0,CIAN ID 103580004,30,Северный,Беговой,"г. москва, пр-кт. ленинградский, д. 37/3",40.0,1.0,55.793169999999996,37.54173,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2021.0,-1.0,-1.0,Нет данных,ЦСКА,0.95,14.0,77:09:0005008:9310,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=335525
"профсоюзная ул., 138","г. москва, ул. профсоюзная, д. 138",3,2,17.0,74.0,20600000,278378.0,2023-11-06,0,CIAN ID 4182,13,Юго-Западный,Теплый Стан,"г. москва, ул. профсоюзная, д. 138",17.0,0.0,55.6279,37.511990000000004,Железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,572.0,1987.0,264.0,1.0,Исправный,Коньково,0.8,12.0,77:06:0007003:1039,7.70000000002392e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=5128
"иерусалимская ул., 6","г. москва, ул. иерусалимская, д. 6",3,3,9.0,57.5,17000000,295652.0,2023-11-06,0,"Агентство Азбука Жилья, Агент Иван Б., CIAN ID 13727821",51,Центральный,Таганский,"г. москва, ул. иерусалимская, д. 6",9.0,0.0,55.73251,37.67702,железобетонные,Панельный,Крупнопанельные,муниципальный,361.0,1971.0,264.0,1.0,Исправный,Пролетарская,0.7,11.0,77:01:0006039:1009,7.70000000001371e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=23070
"кутузовский просп., 41","г. москва, пр-кт. кутузовский, д. 41",3,6,9.0,72.0,28000000,388889.0,2023-11-06,0,"Агентство ИНКОМ-Недвижимость, Офис ""Киевский"" Инком-Недвижимость, CIAN ID 24930439",403,Западный,Дорогомилово,"г. москва, пр-кт. кутузовский, д. 41",9.0,0.0,55.738640000000004,37.53099,деревянные,Кирпичный,Кирпичные,муниципальный,414.0,1948.0,320.0,1.0,Исправный,Кутузовская,0.3,4.0,77:07:0006002:1019,7.700000000072e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=20588
"образцова ул., 8а","г. москва, ул. образцова, д. 8а",3,12,12.0,68.9,23000000,333817.0,2023-11-06,0,"Агентство ОГРК, Агент Иван Завражнов, CIAN ID 109212647",7,Северо-Восточный,Марьина Роща,"г. москва, ул. образцова, д. 8а",12.0,0.0,55.78704000000001,37.60922,Железобетонные,Блочный,Крупноблочные,муниципальный,270.0,1971.0,250.0,2.0,Исправный,Достоевская,0.7,11.0,77:02:0024030:1014,7.70000000002092e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=187904
"береговой пр-д, 3","г. москва, проезд. береговой, д. 3",3,27,29.0,58.1,29900000,514630.0,2023-11-06,0,CIAN ID 71592,67,Западный,Филевский Парк,"г. москва, проезд. береговой, д. 3",29.0,1.0,55.75711999999999,37.50943,Нет данных,Монолитный,Нет данных,Нет данных,-1.0,2020.0,-1.0,-1.0,Нет данных,Шелепиха,0.95,15.0,77:07:0002003:13480,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=342699
"барвихинская ул., 10","г. москва, ул. барвихинская, д. 10",3,6,12.0,63.1,14000000,221870.0,2023-11-06,0,"Агентство Этажи Москва, Агент Краснов Кирилл Борисович, CIAN ID 29349249",11,Западный,Можайский,"г. москва, ул. барвихинская, д. 10",12.0,0.0,55.71823000000001,37.38695,Железобетонные,Панельный,Крупнопанельные,муниципальный,1041.0,1973.0,264.0,2.0,Исправный,Немчиновка,0.9,13.0,77:07:0008001:1069,7.70000000000808e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=17530
"покрышкина ул., 8к2","г. москва, ул. покрышкина, д. 8, к. 2",3,18,24.0,115.0,54900000,477391.0,2023-11-06,0,"Агентство Premium Realty, Агент Евгений Плахов, CIAN ID 96352431",439,Западный,Тропарево-Никулино,"г. москва, ул. покрышкина, д. 8, к. 2",24.0,0.0,55.66646,37.470729999999996,Нет данных,Монолитный,Железобетонные Монолитные,Нет данных,-1.0,2009.0,295.0,1.0,Нет данных,Юго-Западная,0.85,13.0,77:07:0014007:1081,7.70000000002325e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=178907
"авиамоторная ул., 49/1","г. москва, ул. авиамоторная, д. 49/1",3,3,6.0,88.0,17500000,198864.0,2023-11-06,0,CIAN ID 14948,20,Юго-Восточный,Лефортово,"г. москва, ул. авиамоторная, д. 49/1",6.0,0.0,55.74929,37.71997,деревянные,Кирпичный,Кирпичные,муниципальный,659.0,1929.0,320.0,1.0,Исправный,Авиамоторная,0.35,5.0,77:04:0001017:1019,7.70000000000241e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=34716
"союзный просп., 22","г. москва, пр-кт. союзный, д. 22",3,2,16.0,128.0,39900000,311719.0,2023-11-06,0,"Частный маклер Екатерина Васильева, CIAN ID 62962238",67,Восточный,Новогиреево,"г. москва, пр-кт. союзный, д. 22",16.0,1.0,55.74851999999999,37.81981,Железобетонные,Монолитный,Железобетонные Монолитные,муниципальный,-1.0,2002.0,310.0,1.0,Исправный,Новогиреево,0.2,3.0,77:03:0006021:1066,7.70000000000448e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=75561
"рубцовская наб., 2к5","г. москва, наб. рубцовская, д. 2, к. 5",3,8,12.0,76.8,24000000,312500.0,2023-11-06,0,"Частный маклер Ольга Иванова, CIAN ID 21242",44,Центральный,Басманный,"г. москва, наб. рубцовская, д. 2, к. 5",12.0,0.0,55.77315,37.69343,железобетонные,Панельный,Крупнопанельные,муниципальный,98.0,1999.0,275.0,1.0,Исправный,Бауманская,0.95,14.0,77:01:0003014:1053,7.70000000002514e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=83183
"генерала кузнецова ул., 13к1","г. москва, ул. генерала кузнецова, д. 13, к. 1",3,14,14.0,80.6,19500000,241935.0,2023-11-06,0,"Собственник, CIAN ID 108317635",36,Юго-Восточный,Выхино-Жулебино,"г. москва, ул. генерала кузнецова, д. 13, к. 1",14.0,0.0,55.687459999999994,37.85922,железобетонные,Панельный,Крупнопанельные,муниципальный,505.0,1995.0,264.0,1.0,Исправный,Жулебино,0.4,6.0,77:04:0005009:1043,7.70000000003983e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=17294
"академика варги ул., 2","г. москва, ул. академика варги, д. 2",3,7,9.0,68.0,13790000,202794.0,2023-11-06,0,"Агентство Этажи Москва, Агент Бакытов Уран Бакытович, CIAN ID 96515384",11,Юго-Западный,Теплый Стан,"г. москва, ул. академика варги, д. 2",9.0,0.0,55.63242,37.47806,Железобетонные,Панельный,Крупнопанельные,ЖСК - жилищно-строительные кооперативы,1369.0,1974.0,264.0,1.0,Исправный,Отсутствует в пешей доступности,20.0,90.0,77:06:0007007:1000,7.70000000000931e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=9281
"коптевская ул., 26к6","г. москва, ул. коптевская, д. 26, к. 6",3,3,5.0,55.0,13700000,249091.0,2023-11-06,0,"Частный маклер Людмила Воронина, CIAN ID 319263",37,Северный,Коптево,"г. москва, ул. коптевская, д. 26, к. 6",5.0,0.0,55.835319999999996,37.522909999999996,Железобетонные,Кирпичный,Кирпичные,муниципальный,-1.0,1954.0,300.0,-1.0,Исправный,Коптево,0.6,9.0,77:09:0003011:1048,7.70000000000371e+16,Нет данных,1.0,2029-2032,https://flatinfo.ru/h_info1.asp?hid=50762
"мантулинская ул., 9к3","г. москва, ул. мантулинская, д. 9, к. 3",3,7,19.0,85.9,64900000,755530.0,2023-11-06,0,"Агентство REPLACE, CIAN ID 189874",24,Центральный,Пресненский,"г. москва, ул. мантулинская, д. 9, к. 3",19.0,1.0,55.7542,37.54446,Нет данных,Монолит-Кирпич,Нет данных,Нет данных,-1.0,2020.0,-1.0,-1.0,Нет данных,Выставочная,0.6,9.0,77:01:0004041:5179,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=335176
"шоссейная ул., 8","г. москва, ул. шоссейная, д. 8",3,5,9.0,59.0,13800000,233898.0,2023-11-06,0,"Агентство Этажи Москва, Агент Тарада Максим Владимирович, CIAN ID 96857934",11,Юго-Восточный,Печатники,"г. москва, ул. шоссейная, д. 8",9.0,0.0,55.69033,37.72623,Железобетонные,Панельный,Крупнопанельные,Нет данных,-1.0,1969.0,264.0,1.0,Исправный,Печатники,0.5,7.0,77:04:0003007:1041,7.70000000000228e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=15396
"попов пр-д, 1к1","г. москва, проезд. попов, д. 1, к. 1",3,7,11.0,120.0,42700000,355833.0,2023-11-06,0,"Агент Алексей Стюнин, CIAN ID 148422",36,Восточный,Сокольники,"г. москва, проезд. попов, д. 1, к. 1",11.0,0.0,55.784530000000004,37.69543,железобетонные,Монолитный,Железобетонные Монолитные,Нет данных,300.0,2007.0,-1.0,2.0,Исправный,Электрозаводская,0.7,10.0,77:03:0003007:1038,7.70000000002348e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=101439
"теплый стан ул., 12к4","г. москва, ул. теплый стан, д. 12, к. 4",3,7,9.0,66.0,16300000,246970.0,2023-11-06,0,"Агентство На Петровке, Агент Анна Соколова, CIAN ID 108716236",25,Юго-Западный,Теплый Стан,"г. москва, ул. теплый стан, д. 12, к. 4",9.0,0.0,55.63114,37.48534,железобетонные,Панельный,Крупнопанельные,муниципальный,859.0,1975.0,264.0,1.0,Исправный,Отсутствует в пешей доступности,20.0,90.0,77:06:0007004:1020,7.70000000002892e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=9287
"зеленоградская ул., 23к3","г. москва, ул. зеленоградская, д. 23, к. 3",3,9,12.0,65.9,13990000,212291.0,2023-11-06,0,"Агент Петр Смирнов, CIAN ID 105524",34,Северный,Ховрино,"г. москва, ул. зеленоградская, д. 23, к. 3",12.0,0.0,55.87157,37.49536,Железобетонные,Блочный,Крупноблочные,ЖСК - жилищно-строительные кооперативы,147.0,1966.0,250.0,2.0,Исправный,Грачёвская,0.85,13.0,77:09:0001008:1026,7.70000000000357e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=55935
"красногвардейский 1-й пр-д, 21с2","г. москва, проезд. красногвардейский 1-й, д. 21, стр. 2",3,47,88.0,190.0,88383345,465176.0,2023-11-06,0,"Агентство EXCLUSIVE CITY, CIAN ID 46572251",336,Центральный,Пресненский,"г. москва, проезд. красногвардейский 1-й, д. 21, стр. 2",88.0,0.0,55.749469999999995,37.53403,Нет данных,Монолитный,Железобетонные Монолитные,Нет данных,-1.0,2015.0,-1.0,-1.0,Нет данных,Деловой центр,0.15,2.0,77:01:0004042:7757,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=295621
"мячковский бул., 14к2","г. москва, б-р. мячковский, д. 14, к. 2",3,18,22.0,78.4,19250000,245536.0,2023-11-06,0,CIAN ID 54791787,36,Юго-Восточный,Марьино,"г. москва, б-р. мячковский, д. 14, к. 2",22.0,0.0,55.65197,37.75608,Железобетонные,Панельный,Крупнопанельные,Нет данных,589.0,1995.0,266.0,2.0,Исправный,Марьино,0.85,13.0,77:04:0004026:1071,7.70000000004141e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=94623
"красногвардейский 1-й пр-д, 22с2","г. москва, проезд. красногвардейский 1-й, д. 22, стр. 2",3,70,79.0,125.0,128250000,1026000.0,2023-11-06,0,"Агентство EXCLUSIVE CITY, CIAN ID 46572251",5,Центральный,Пресненский,"г. москва, проезд. красногвардейский 1-й, д. 22, стр. 2",77.0,0.0,55.75163000000001,37.53522,Нет данных,Нет данных,Нет данных,Нет данных,-1.0,2020.0,-1.0,-1.0,Нет данных,Тестовская,0.35,6.0,Нет данных,Нет данных,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=348326
"сталеваров ул., 10к2","г. москва, ул. сталеваров, д. 10, к. 2",3,3,9.0,53.6,13500000,251866.0,2023-11-06,0,"Собственник, CIAN ID 88316338",7,Восточный,Ивановское,"г. москва, ул. сталеваров, д. 10, к. 2",9.0,0.0,55.76485,37.83658,Иные,Панельный,Крупнопанельные,муниципальный,798.0,1973.0,264.0,1.0,Исправный,Реутов,2.0,30.0,77:03:0006023:1070,7.70000000000449e+16,Нет данных,0.0,Нет данных,https://flatinfo.ru/h_info1.asp?hid=37417
